"oid";"tid";"otid";"bid";"sku";"x";"y";"z";"l";"d";"h";"w"
18113;2;"18113X2";"K0001";"5849883";8740;0;1120;280;480;1140;0
18113;1;"18113X1";"K0001";"5849893";5790;1550;300;950;1140;300;0
18113;2;"18113X2";"K0001";"5849897";8460;0;1120;280;480;1140;0
18113;1;"18113X1";"K0001";"5849898";5790;600;300;1140;950;300;0
18113;2;"18113X2";"K0001";"5849904";8180;0;1140;280;480;1140;0
18113;1;"18113X1";"K0001";"5849907";6740;1550;0;300;1140;950;0
18113;1;"18113X1";"K0001";"5849908";5790;1550;0;950;1140;300;0
18113;2;"18113X2";"K0001";"5849910";11620;0;0;280;480;1140;0
18113;1;"18113X1";"K0001";"5849915";5790;600;0;1140;950;300;0
18113;2;"18113X2";"K0001";"5849918";11340;0;0;280;480;1140;0
18113;1;"18113X1";"K0001";"5849919";5790;300;950;1140;300;950;0
18113;1;"18113X1";"K0001";"5849920";5790;300;0;1140;300;950;0
18113;2;"18113X2";"K0001";"5849924";11060;0;0;280;480;1140;0
18113;2;"18113X2";"K0001";"5849930";10780;0;0;280;480;1140;0
18113;1;"18113X1";"K0001";"5849933";5790;0;950;1140;300;950;0
18113;1;"18113X1";"K0001";"5849935";5790;0;0;1140;300;950;0
18113;2;"18113X2";"K0001";"5849939";10500;0;0;280;480;1140;0
18113;2;"18113X2";"K0001";"5849940";10220;0;0;280;480;1140;0
