"oid","tid","otid","bid","sku","x","y","z","l","d","h","w"
43648,1,"43648X1","K0001","5649544",6580,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649546",6020,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649548",5460,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649549",4900,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649551",4340,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649552",2640,1945,1200,1200,560,1140,400
43648,1,"43648X1","K0001","5649553",2640,1945,0,1140,560,1200,400
43648,1,"43648X1","K0001","5649554",3200,745,1120,560,1200,1140,400
43648,1,"43648X1","K0001","5649557",2640,745,1120,560,1200,1140,400
43648,1,"43648X1","K0001","5649559",2640,745,560,1140,1200,560,400
43648,1,"43648X1","K0001","5649561",2640,745,0,1140,1200,560,400
43648,1,"43648X1","K0001","5649567",3780,0,0,560,1140,1200,400
